original_filename,new_filename,main_category,specific_food_name,image_description,width,height,orientation,quality_score,duplicate_status,source_url,downloaded_or_original,recommended_website_usage
035-healthy-recipe-bowl-34227827.jpg,Healthy-Light-Meals/berry-smoothie-bowl/berry-smoothie-bowl-01.jpg,Healthy-Light-Meals,berry-smoothie-bowl,berry smoothie bowl with banana and blueberries,1880,1251,landscape,92,unique,https://www.pexels.com/photo/colorful-and-healthy-smoothie-bowl-with-fruits-34227827/,original,food-card
036-healthy-recipe-bowl-262947.jpg,Healthy-Light-Meals/tomato-soup/tomato-soup-01.jpg,Healthy-Light-Meals,tomato-soup,tomato soup bowls,1880,1275,landscape,92,unique,https://www.pexels.com/photo/two-teal-ceramic-bowls-262947/,original,menu-section
037-healthy-recipe-bowl-1640773.jpg,Western-Food/avocado-toast/avocado-toast-01.jpg,Western-Food,avocado-toast,avocado toast with vegetables,1880,1253,landscape,92,unique,https://www.pexels.com/photo/assorted-salads-on-bowls-1640773/,original,food-card
038-healthy-recipe-bowl-1334128.jpg,Healthy-Light-Meals/yogurt-granola-bowl/yogurt-granola-bowl-01.jpg,Healthy-Light-Meals,yogurt-granola-bowl,yogurt granola bowl being served,1880,1253,landscape,92,unique,https://www.pexels.com/photo/person-holding-food-bowl-1334128/,original,food-card
039-healthy-recipe-bowl-13427812.jpg,Healthy-Light-Meals/raspberry-oatmeal-bowl/raspberry-oatmeal-bowl-01.jpg,Healthy-Light-Meals,raspberry-oatmeal-bowl,oatmeal bowl with raspberries,1733,1300,landscape,92,unique,https://www.pexels.com/photo/red-berries-on-top-of-oatmeal-in-white-ceramic-bowl-13427812/,original,food-card
040-healthy-recipe-bowl-6708441.jpg,Healthy-Light-Meals/berry-granola-breakfast-bowls/berry-granola-breakfast-bowls-01.jpg,Healthy-Light-Meals,berry-granola-breakfast-bowls,assorted berry granola breakfast bowls,1880,1217,landscape,92,unique,https://www.pexels.com/photo/bowls-of-fresh-fruits-breakfast-6708441/,original,gallery
041-healthy-recipe-bowl-4887980.jpg,Healthy-Light-Meals/lettuce-tomato-salad/lettuce-tomato-salad-01.jpg,Healthy-Light-Meals,lettuce-tomato-salad,lettuce tomato salad bowl,1880,1253,landscape,92,unique,https://www.pexels.com/photo/top-view-of-tomatoes-and-lettuce-on-a-bowl-4887980/,original,food-card
042-healthy-recipe-bowl-16123121.jpg,Healthy-Light-Meals/shrimp-grain-bowl/shrimp-grain-bowl-01.jpg,Healthy-Light-Meals,shrimp-grain-bowl,shrimp grain bowl with quinoa and avocado,1880,1253,landscape,92,unique,https://www.pexels.com/photo/salad-in-bowl-16123121/,original,food-card
043-healthy-recipe-bowl-29481840.jpg,Healthy-Light-Meals/banana-kiwi-oatmeal-bowl/banana-kiwi-oatmeal-bowl-01.jpg,Healthy-Light-Meals,banana-kiwi-oatmeal-bowl,banana kiwi oatmeal bowl,1880,1162,landscape,92,unique,https://www.pexels.com/photo/healthy-breakfast-bowl-with-fruits-and-oats-29481840/,original,food-card
044-healthy-recipe-bowl-6823370.jpg,Healthy-Light-Meals/yogurt-fruit-bowl/yogurt-fruit-bowl-01.jpg,Healthy-Light-Meals,yogurt-fruit-bowl,yogurt fruit bowl with berries,1880,1253,landscape,92,unique,https://www.pexels.com/photo/fruits-in-cream-in-bowl-6823370/,original,food-card
045-healthy-recipe-bowl-17942483.jpg,Healthy-Light-Meals/chicken-salad-bowl/chicken-salad-bowl-01.jpg,Healthy-Light-Meals,chicken-salad-bowl,chicken salad bowl with crackers,1880,1253,landscape,92,unique,https://www.pexels.com/photo/salad-bowl-served-in-a-restaurant-17942483/,original,food-card
046-healthy-recipe-bowl-17597414.jpg,Healthy-Light-Meals/grilled-chicken-avocado-bowl/grilled-chicken-avocado-bowl-01.jpg,Healthy-Light-Meals,grilled-chicken-avocado-bowl,grilled chicken avocado bowl with pineapple,1733,1300,landscape,92,unique,https://www.pexels.com/photo/bowl-of-sliced-fruits-checken-and-chopped-avocado-17597414/,original,food-card
047-healthy-recipe-bowl-6659548.jpg,Healthy-Light-Meals/green-salad-bowl/green-salad-bowl-01.jpg,Healthy-Light-Meals,green-salad-bowl,green salad bowl being eaten,1880,1253,landscape,92,unique,https://www.pexels.com/photo/woman-holding-a-plate-with-gnocchi-and-spinach-leaves-6659548/,original,gallery
048-healthy-recipe-bowl-1213710.jpg,Healthy-Light-Meals/green-salad-with-toast/green-salad-with-toast-01.jpg,Healthy-Light-Meals,green-salad-with-toast,green salad with toast,1880,1253,landscape,92,unique,https://www.pexels.com/photo/vegetable-salad-with-wheat-bread-on-the-side-1213710/,original,food-card
049-healthy-recipe-bowl-7655887.jpg,Healthy-Light-Meals/blueberry-oatmeal-bowl/blueberry-oatmeal-bowl-01.jpg,Healthy-Light-Meals,blueberry-oatmeal-bowl,blueberry oatmeal bowl,1880,1254,landscape,92,unique,https://www.pexels.com/photo/a-bowl-of-oatmeal-beside-a-wooden-spoon-on-a-wooden-tray-7655887/,original,food-card
050-healthy-recipe-bowl-17584427.jpg,Healthy-Light-Meals/cooking-vegetable-bowl/cooking-vegetable-bowl-01.jpg,Healthy-Light-Meals,cooking-vegetable-bowl,person plating vegetable bowl in kitchen,1880,1253,landscape,68,unique,https://www.pexels.com/photo/man-preparing-a-salad-in-a-kitchen-17584427/,original,background
051-healthy-recipe-bowl-34452010.jpg,Healthy-Light-Meals/fruit-granola-bowl/fruit-granola-bowl-01.jpg,Healthy-Light-Meals,fruit-granola-bowl,fruit granola bowl with spoon,1880,1253,landscape,92,unique,https://www.pexels.com/photo/colorful-breakfast-bowl-with-fresh-fruits-and-popsicle-34452010/,original,food-card
052-healthy-recipe-bowl-69482.jpg,Healthy-Light-Meals/herbed-grain-salad/herbed-grain-salad-01.jpg,Healthy-Light-Meals,herbed-grain-salad,herbed grain salad with radishes,1849,1300,landscape,92,unique,https://www.pexels.com/photo/white-ceramic-bowl-69482/,original,food-card
053-healthy-recipe-bowl-27134987.jpg,Healthy-Light-Meals/shrimp-rice-bowl/shrimp-rice-bowl-01.jpg,Healthy-Light-Meals,shrimp-rice-bowl,shrimp rice bowl with herbs,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-bowl-of-food-with-meat-and-vegetables-on-a-plate-27134987/,original,food-card
054-healthy-recipe-bowl-28935533.jpg,Healthy-Light-Meals/creamy-cucumber-salad/creamy-cucumber-salad-01.jpg,Healthy-Light-Meals,creamy-cucumber-salad,creamy cucumber salad with radish,1880,1058,landscape,92,unique,https://www.pexels.com/photo/colorful-dessert-bowl-with-matcha-and-toppings-28935533/,original,food-card
055-healthy-recipe-bowl-7964687.jpg,duplicates/women-holding-salad-bowls/women-holding-salad-bowls-02.jpg,Healthy-Light-Meals,women-holding-salad-bowls,two people holding salad bowls; lifestyle food image,1880,1255,landscape,68,similar-duplicate,https://www.pexels.com/photo/women-holding-bowls-of-vegetable-salad-7964687/,original,promotional-banner
056-healthy-recipe-bowl-3698.jpg,Healthy-Light-Meals/fruit-oatmeal-bowl/fruit-oatmeal-bowl-01.jpg,Healthy-Light-Meals,fruit-oatmeal-bowl,fruit oatmeal bowl with grapes,1880,1253,landscape,92,unique,https://www.pexels.com/photo/breakfast-food-fruits-healthy-3698/,original,food-card
057-healthy-recipe-bowl-9213881.jpg,Healthy-Light-Meals/vegetable-snack-platter/vegetable-snack-platter-01.jpg,Healthy-Light-Meals,vegetable-snack-platter,vegetable snack platter with dip,1880,1253,landscape,92,unique,https://www.pexels.com/photo/slices-of-vegetables-in-a-bowl-9213881/,original,gallery
058-healthy-recipe-bowl-34227772.jpg,Healthy-Light-Meals/pumpkin-soup/pumpkin-soup-01.jpg,Healthy-Light-Meals,pumpkin-soup,pumpkin soup with seeds,1880,1251,landscape,92,unique,https://www.pexels.com/photo/close-up-of-pumpkin-soup-in-black-bowl-34227772/,original,menu-section
059-healthy-recipe-bowl-7937004.jpg,Healthy-Light-Meals/fruit-granola-plate/fruit-granola-plate-01.jpg,Healthy-Light-Meals,fruit-granola-plate,fruit and granola plate,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-hand-getting-the-breakfast-bowl-7937004/,original,food-card
060-healthy-recipe-bowl-17291667.jpg,Healthy-Light-Meals/guacamole-tortilla-plate/guacamole-tortilla-plate-01.jpg,Healthy-Light-Meals,guacamole-tortilla-plate,guacamole with tortilla chips,1733,1300,landscape,92,unique,https://www.pexels.com/photo/green-hummus-and-pita-17291667/,original,food-card
061-chicken-broccoli-meal-262973.jpg,Western-Food/chicken-broccoli-plate/chicken-broccoli-plate-01.jpg,Western-Food,chicken-broccoli-plate,chicken with broccoli and potatoes,1880,1253,landscape,92,unique,https://www.pexels.com/photo/broccoli-in-bowl-262973/,original,food-card
062-chicken-broccoli-meal-9779959.jpg,Western-Food/chicken-broccoli-skillet/chicken-broccoli-skillet-01.jpg,Western-Food,chicken-broccoli-skillet,chicken and broccoli skillet,1880,1253,landscape,92,unique,https://www.pexels.com/photo/meal-on-a-pan-9779959/,original,food-card
063-chicken-broccoli-meal-16845749.jpg,Western-Food/grilled-chicken-vegetable-plate/grilled-chicken-vegetable-plate-01.jpg,Western-Food,grilled-chicken-vegetable-plate,grilled chicken with potatoes and vegetables,1880,1276,landscape,92,unique,https://www.pexels.com/photo/plate-with-a-delicious-meal-16845749/,original,food-card
064-chicken-broccoli-meal-5192427.jpg,Western-Food/chicken-broccoli-bowl/chicken-broccoli-bowl-01.jpg,Western-Food,chicken-broccoli-bowl,chicken broccoli bowl,1880,1253,landscape,92,unique,https://www.pexels.com/photo/green-broccoli-with-pasta-on-black-round-plate-5192427/,original,food-card
065-chicken-broccoli-meal-36936952.jpg,Western-Food/grilled-chicken-carrot-plate/grilled-chicken-carrot-plate-01.jpg,Western-Food,grilled-chicken-carrot-plate,grilled chicken with carrots and broccoli,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilled-chicken-with-vegetables-and-cream-sauce-36936952/,original,food-card
066-chicken-broccoli-meal-4020143.jpg,Western-Food/chicken-salad-dinner-plate/chicken-salad-dinner-plate-01.jpg,Western-Food,chicken-salad-dinner-plate,chicken salad dinner plate,1835,1300,landscape,92,unique,https://www.pexels.com/photo/cooked-food-on-white-ceramic-plate-4020143/,original,menu-section
067-chicken-broccoli-meal-10206010.jpg,Western-Food/chicken-broccoli-rice-plate/chicken-broccoli-rice-plate-01.jpg,Western-Food,chicken-broccoli-rice-plate,chicken broccoli rice plate,1880,1255,landscape,92,unique,https://www.pexels.com/photo/close-up-shot-of-a-person-eating-10206010/,original,food-card
068-chicken-broccoli-meal-1309595.jpg,Western-Food/chicken-fries-vegetable-plate/chicken-fries-vegetable-plate-01.jpg,Western-Food,chicken-fries-vegetable-plate,chicken with fries and vegetables,1880,1245,landscape,92,unique,https://www.pexels.com/photo/sliced-meat-with-vegetables-and-potato-fries-1309595/,original,food-card
069-chicken-broccoli-meal-25390047.jpg,Western-Food/roasted-chicken-broccoli-plate/roasted-chicken-broccoli-plate-01.jpg,Western-Food,roasted-chicken-broccoli-plate,roasted chicken with broccoli,1880,1254,landscape,92,unique,https://www.pexels.com/photo/grilled-chicken-served-with-broccoli-25390047/,original,food-card
070-chicken-broccoli-meal-9760210.jpg,Western-Food/creamy-chicken-broccoli-bowl/creamy-chicken-broccoli-bowl-01.jpg,Western-Food,creamy-chicken-broccoli-bowl,creamy chicken broccoli bowl,1880,1253,landscape,92,unique,https://www.pexels.com/photo/pasta-with-chicken-and-broccoli-in-a-white-bowl-9760210/,original,food-card
071-chicken-broccoli-meal-1309593.jpg,duplicates/chicken-fries-vegetable-plate/chicken-fries-vegetable-plate-02.jpg,Western-Food,chicken-fries-vegetable-plate,chicken with fries and vegetables,1880,1245,landscape,74,similar-duplicate,https://www.pexels.com/photo/meat-broccoli-and-fries-dish-1309593/,original,food-card
072-chicken-broccoli-meal-9760208.jpg,duplicates/creamy-chicken-broccoli-bowl/creamy-chicken-broccoli-bowl-02.jpg,Western-Food,creamy-chicken-broccoli-bowl,creamy chicken broccoli bowl,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/bowl-of-chicken-soup-on-a-wooden-cutting-board-9760208/,original,food-card
073-chicken-broccoli-meal-9760205.jpg,duplicates/creamy-chicken-broccoli-bowl/creamy-chicken-broccoli-bowl-03.jpg,Western-Food,creamy-chicken-broccoli-bowl,creamy chicken broccoli bowl,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/bowl-of-chicken-soup-and-vegetables-on-a-wooden-table-9760205/,original,food-card
074-chicken-broccoli-meal-9124026.jpg,Healthy-Light-Meals/shredded-vegetable-salad/shredded-vegetable-salad-01.jpg,Healthy-Light-Meals,shredded-vegetable-salad,shredded vegetable salad tray,1880,1253,landscape,92,unique,https://www.pexels.com/photo/close-up-shot-of-a-vegetable-salad-9124026/,original,gallery
075-chicken-broccoli-meal-5836771.jpg,Western-Food/chicken-kale-fries-plate/chicken-kale-fries-plate-01.jpg,Western-Food,chicken-kale-fries-plate,chicken with kale and fries,1880,1253,landscape,92,unique,https://www.pexels.com/photo/rice-toppings-and-french-fries-on-the-table-5836771/,original,food-card
076-chicken-broccoli-meal-11665404.jpg,Chinese-Food/teriyaki-chicken-rice-bento/teriyaki-chicken-rice-bento-01.jpg,Chinese-Food,teriyaki-chicken-rice-bento,rice bento with glazed chicken and vegetables,1733,1300,landscape,92,unique,https://www.pexels.com/photo/close-up-shot-of-delicious-food-11665404/,original,food-card
077-chicken-broccoli-meal-32287751.jpg,Healthy-Light-Meals/chicken-broccoli-meal-prep/chicken-broccoli-meal-prep-01.jpg,Healthy-Light-Meals,chicken-broccoli-meal-prep,chicken broccoli rice meal prep box,1733,1300,landscape,92,unique,https://www.pexels.com/photo/healthy-lunch-box-with-rice-and-vegetables-32287751/,original,food-card
078-chicken-broccoli-meal-38499488.jpg,Western-Food/grilled-chicken-salad-plate/grilled-chicken-salad-plate-01.jpg,Western-Food,grilled-chicken-salad-plate,grilled chicken with salad plate,1733,1300,landscape,92,unique,https://www.pexels.com/photo/delicious-chicken-dinner-with-vegetables-and-gravy-38499488/,original,food-card
079-chicken-broccoli-meal-7111388.jpg,Healthy-Light-Meals/chicken-broccoli-rice-bowl/chicken-broccoli-rice-bowl-01.jpg,Healthy-Light-Meals,chicken-broccoli-rice-bowl,chicken broccoli rice bowl,1880,1255,landscape,92,unique,https://www.pexels.com/photo/rice-with-green-vegetables-and-brown-chopsticks-on-white-bowl-7111388/,original,food-card
080-chicken-broccoli-meal-9213861.jpg,Healthy-Light-Meals/chicken-broccoli-salad-bake/chicken-broccoli-salad-bake-01.jpg,Healthy-Light-Meals,chicken-broccoli-salad-bake,chicken broccoli salad bake,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-close-up-shot-of-a-pasta-dish-9213861/,original,food-card
081-chicken-broccoli-meal-1247677.jpg,Western-Food/grilled-chicken-asparagus-plate/grilled-chicken-asparagus-plate-01.jpg,Western-Food,grilled-chicken-asparagus-plate,grilled chicken with asparagus,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilled-meat-with-green-ladies-finger-vegetable-on-white-ceramic-plate-1247677/,original,food-card
082-chicken-broccoli-meal-6048196.jpg,Healthy-Light-Meals/chicken-egg-broccoli-bowl/chicken-egg-broccoli-bowl-01.jpg,Healthy-Light-Meals,chicken-egg-broccoli-bowl,chicken egg broccoli bowl,1880,1253,landscape,92,unique,https://www.pexels.com/photo/cooked-meat-with-sliced-eggs-and-sliced-carrots-on-black-ceramic-plate-6048196/,original,food-card
083-chicken-broccoli-meal-36936953.jpg,Western-Food/grilled-chicken-potato-plate/grilled-chicken-potato-plate-01.jpg,Western-Food,grilled-chicken-potato-plate,grilled chicken with potatoes,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilled-chicken-with-vegetables-and-sauce-36936953/,original,food-card
084-chicken-broccoli-meal-7367223.jpg,Healthy-Light-Meals/avocado-chicken-meal-plate/avocado-chicken-meal-plate-01.jpg,Healthy-Light-Meals,avocado-chicken-meal-plate,avocado chicken meal plate with laptop,1880,1055,landscape,68,unique,https://www.pexels.com/photo/closeup-of-a-person-eating-dinner-and-looking-at-laptop-screen-7367223/,original,promotional-banner
